chunk_id,sent_local_id,conllu_id,form,upos,start_char,end_char
1869_tarchetti_fosca_q1,1,1,L',DET,24406,24408
1869_tarchetti_fosca_q1,1,2,uomo,NOUN,24408,24412
1869_tarchetti_fosca_q1,1,3,è,AUX,24413,24414
1869_tarchetti_fosca_q1,1,4,più,ADV,24415,24418
1869_tarchetti_fosca_q1,1,5,profondo,ADJ,24419,24427
1869_tarchetti_fosca_q1,1,6-7,nell',_,24428,24433
1869_tarchetti_fosca_q1,1,6,in,ADP,,
1869_tarchetti_fosca_q1,1,7,l',DET,,
1869_tarchetti_fosca_q1,1,8,amore,NOUN,24433,24438
1869_tarchetti_fosca_q1,1,9,",",PUNCT,24438,24439
1869_tarchetti_fosca_q1,1,10,la,DET,24440,24442
1869_tarchetti_fosca_q1,1,11,donna,NOUN,24443,24448
1869_tarchetti_fosca_q1,1,12-13,nella,_,24449,24454
1869_tarchetti_fosca_q1,1,12,in,ADP,,
1869_tarchetti_fosca_q1,1,13,la,DET,,
1869_tarchetti_fosca_q1,1,14,tenerezza,NOUN,24455,24464
1869_tarchetti_fosca_q1,1,15,;,PUNCT,24464,24465
1869_tarchetti_fosca_q1,1,16,si,PRON,24466,24468
1869_tarchetti_fosca_q1,1,17,piange,VERB,24469,24475
1869_tarchetti_fosca_q1,1,18,meglio,ADV,24476,24482
1869_tarchetti_fosca_q1,1,19-20,sul,_,24483,24486
1869_tarchetti_fosca_q1,1,19,su,ADP,,
1869_tarchetti_fosca_q1,1,20,il,DET,,
1869_tarchetti_fosca_q1,1,21,seno,NOUN,24487,24491
1869_tarchetti_fosca_q1,1,22,di,ADP,24492,24494
1869_tarchetti_fosca_q1,1,23,una,DET,24495,24498
1869_tarchetti_fosca_q1,1,24,donna,NOUN,24499,24504
1869_tarchetti_fosca_q1,1,25,.,PUNCT,24504,24505
1869_tarchetti_fosca_q1,2,1,Non,ADV,24507,24510
1869_tarchetti_fosca_q1,2,2,so,VERB,24511,24513
1869_tarchetti_fosca_q1,2,3,se,SCONJ,24514,24516
1869_tarchetti_fosca_q1,2,4,gli,DET,24517,24520
1869_tarchetti_fosca_q1,2,5,altri,ADJ,24521,24526
1869_tarchetti_fosca_q1,2,6,uomini,NOUN,24527,24533
1869_tarchetti_fosca_q1,2,7,abbiano,VERB,24534,24541
1869_tarchetti_fosca_q1,2,8,sùbiti,VERB,24542,24548
1869_tarchetti_fosca_q1,2,9,abbandoni,NOUN,24549,24558
1869_tarchetti_fosca_q1,2,10,",",PUNCT,24558,24559
1869_tarchetti_fosca_q1,2,11,sùbiti,ADJ,24560,24566
1869_tarchetti_fosca_q1,2,12,impeti,NOUN,24567,24573
1869_tarchetti_fosca_q1,2,13,",",PUNCT,24573,24574
1869_tarchetti_fosca_q1,2,14,sùbite,ADJ,24575,24581
1869_tarchetti_fosca_q1,2,15,risoluzioni,NOUN,24582,24593
1869_tarchetti_fosca_q1,2,16,come,SCONJ,24594,24598
1869_tarchetti_fosca_q1,2,17,ho,VERB,24599,24601
1869_tarchetti_fosca_q1,2,18,io,PRON,24602,24604
1869_tarchetti_fosca_q1,2,19,.,PUNCT,24604,24605
1869_tarchetti_fosca_q1,3,1,In,ADP,24606,24608
1869_tarchetti_fosca_q1,3,2,me,PRON,24609,24611
1869_tarchetti_fosca_q1,3,3,vi,PRON,24612,24614
1869_tarchetti_fosca_q1,3,4,è,VERB,24615,24616
1869_tarchetti_fosca_q1,3,5,nulla,PRON,24617,24622
1869_tarchetti_fosca_q1,3,6,di,ADP,24623,24625
1869_tarchetti_fosca_q1,3,7,lento,ADJ,24626,24631
1869_tarchetti_fosca_q1,3,8,",",PUNCT,24631,24632
1869_tarchetti_fosca_q1,3,9,di,ADP,24633,24635
1869_tarchetti_fosca_q1,3,10,ordinato,NOUN,24636,24644
1869_tarchetti_fosca_q1,3,11,",",PUNCT,24644,24645
1869_tarchetti_fosca_q1,3,12,di,ADP,24646,24648
1869_tarchetti_fosca_q1,3,13,normale,ADJ,24649,24656
1869_tarchetti_fosca_q1,3,14,.,PUNCT,24656,24657
1869_tarchetti_fosca_q1,4,1,La,DET,24658,24660
1869_tarchetti_fosca_q1,4,2,mia,PRON,24661,24664
1869_tarchetti_fosca_q1,4,3,è,AUX,24665,24666
1869_tarchetti_fosca_q1,4,4,una,DET,24667,24670
1869_tarchetti_fosca_q1,4,5,natura,NOUN,24671,24677
1869_tarchetti_fosca_q1,4,6,a,ADP,24678,24679
1869_tarchetti_fosca_q1,4,7,molle,NOUN,24680,24685
1869_tarchetti_fosca_q1,4,8,",",PUNCT,24685,24686
1869_tarchetti_fosca_q1,4,9,a,ADP,24687,24688
1869_tarchetti_fosca_q1,4,10,sbalzi,NOUN,24689,24695
1869_tarchetti_fosca_q1,4,11,;,PUNCT,24695,24696
1869_tarchetti_fosca_q1,4,12,una,DET,24697,24700
1869_tarchetti_fosca_q1,4,13,natura,NOUN,24701,24707
1869_tarchetti_fosca_q1,4,14,sempre,ADV,24708,24714
1869_tarchetti_fosca_q1,4,15,alterata,ADJ,24715,24723
1869_tarchetti_fosca_q1,4,16,.,PUNCT,24723,24724
1869_tarchetti_fosca_q1,5,1,Le,PRON,24726,24728
1869_tarchetti_fosca_q1,5,2,scrissi,VERB,24729,24736
1869_tarchetti_fosca_q1,5,3,",",PUNCT,24736,24737
1869_tarchetti_fosca_q1,5,4,e,CCONJ,24738,24739
1869_tarchetti_fosca_q1,5,5,le,PRON,24740,24742
1869_tarchetti_fosca_q1,5,6,gettai,VERB,24743,24749
1869_tarchetti_fosca_q1,5,7-8,dal,_,24750,24753
1869_tarchetti_fosca_q1,5,7,da,ADP,,
1869_tarchetti_fosca_q1,5,8,il,DET,,
1869_tarchetti_fosca_q1,5,9,balcone,NOUN,24754,24761
1869_tarchetti_fosca_q1,5,10,un,DET,24762,24764
1869_tarchetti_fosca_q1,5,11,biglietto,NOUN,24765,24774
1869_tarchetti_fosca_q1,5,12,contenente,VERB,24775,24785
1869_tarchetti_fosca_q1,5,13,queste,DET,24786,24792
1869_tarchetti_fosca_q1,5,14,sole,ADJ,24793,24797
1869_tarchetti_fosca_q1,5,15,parole,NOUN,24798,24804
1869_tarchetti_fosca_q1,5,16,:,PUNCT,24804,24805
1869_tarchetti_fosca_q1,6,1,«,PUNCT,24807,24808
1869_tarchetti_fosca_q1,6,2,Io,PRON,24808,24810
1869_tarchetti_fosca_q1,6,3,sono,AUX,24811,24815
1869_tarchetti_fosca_q1,6,4,infelice,ADJ,24816,24824
1869_tarchetti_fosca_q1,6,5,",",PUNCT,24824,24825
1869_tarchetti_fosca_q1,6,6,io,PRON,24826,24828
1869_tarchetti_fosca_q1,6,7,sono,AUX,24829,24833
1869_tarchetti_fosca_q1,6,8,malato,ADJ,24834,24840
1869_tarchetti_fosca_q1,6,9,",",PUNCT,24840,24841
1869_tarchetti_fosca_q1,6,10,io,PRON,24842,24844
1869_tarchetti_fosca_q1,6,11,soffro,VERB,24845,24851
1869_tarchetti_fosca_q1,6,12,»,PUNCT,24851,24852
1869_tarchetti_fosca_q1,6,13,.,PUNCT,24852,24853
1869_tarchetti_fosca_q1,7,1,Il,DET,24855,24857
1869_tarchetti_fosca_q1,7,2,biglietto,NOUN,24858,24867
1869_tarchetti_fosca_q1,7,3,cadde,VERB,24868,24873
1869_tarchetti_fosca_q1,7,4,a',ADP,24874,24876
1869_tarchetti_fosca_q1,7,5,suoi,DET,24877,24881
1869_tarchetti_fosca_q1,7,6,piedi,NOUN,24882,24887
1869_tarchetti_fosca_q1,7,7,.,PUNCT,24887,24888
1869_tarchetti_fosca_q1,8,1,Essa,PRON,24889,24893
1869_tarchetti_fosca_q1,8,2,lo,PRON,24894,24896
1869_tarchetti_fosca_q1,8,3,vide,VERB,24897,24901
1869_tarchetti_fosca_q1,8,4,",",PUNCT,24901,24902
1869_tarchetti_fosca_q1,8,5,esitò,VERB,24903,24908
1869_tarchetti_fosca_q1,8,6,un,DET,24909,24911
1869_tarchetti_fosca_q1,8,7,istante,NOUN,24912,24919
1869_tarchetti_fosca_q1,8,8,",",PUNCT,24919,24920
1869_tarchetti_fosca_q1,8,9,poi,ADV,24921,24924
1869_tarchetti_fosca_q1,8,10,si,PRON,24925,24927
1869_tarchetti_fosca_q1,8,11,curvò,VERB,24928,24933
1869_tarchetti_fosca_q1,8,12,",",PUNCT,24933,24934
1869_tarchetti_fosca_q1,8,13,lo,PRON,24935,24937
1869_tarchetti_fosca_q1,8,14,raccolse,VERB,24938,24946
1869_tarchetti_fosca_q1,8,15,",",PUNCT,24946,24947
1869_tarchetti_fosca_q1,8,16,e,CCONJ,24948,24949
1869_tarchetti_fosca_q1,8,17,fuggì,VERB,24950,24955
1869_tarchetti_fosca_q1,8,18-19,nella,_,24956,24961
1869_tarchetti_fosca_q1,8,18,in,ADP,,
1869_tarchetti_fosca_q1,8,19,la,DET,,
1869_tarchetti_fosca_q1,8,20,sua,DET,24962,24965
1869_tarchetti_fosca_q1,8,21,camera,NOUN,24966,24972
1869_tarchetti_fosca_q1,8,22,.,PUNCT,24972,24973
1869_tarchetti_fosca_q1,9,1,Non,ADV,24975,24978
1869_tarchetti_fosca_q1,9,2,ricomparve,VERB,24979,24989
1869_tarchetti_fosca_q1,9,3,più,ADV,24990,24993
1869_tarchetti_fosca_q1,9,4,lungo,ADP,24994,24999
1869_tarchetti_fosca_q1,9,5,il,DET,25000,25002
1869_tarchetti_fosca_q1,9,6,giorno,NOUN,25003,25009
1869_tarchetti_fosca_q1,9,7,.,PUNCT,25009,25010
1869_tarchetti_fosca_q1,10,1-2,Alla,_,25011,25015
1869_tarchetti_fosca_q1,10,1,A,ADP,,
1869_tarchetti_fosca_q1,10,2,la,DET,,
1869_tarchetti_fosca_q1,10,3,sera,NOUN,25016,25020
1869_tarchetti_fosca_q1,10,4,la,PRON,25021,25023
1869_tarchetti_fosca_q1,10,5,vidi,VERB,25024,25028
1869_tarchetti_fosca_q1,10,6,un,DET,25029,25031
1869_tarchetti_fosca_q1,10,7,istante,NOUN,25032,25039
1869_tarchetti_fosca_q1,10,8-9,sul,_,25040,25043
1869_tarchetti_fosca_q1,10,8,su,ADP,,
1869_tarchetti_fosca_q1,10,9,il,DET,,
1869_tarchetti_fosca_q1,10,10,balcone,NOUN,25044,25051
1869_tarchetti_fosca_q1,10,11,",",PUNCT,25051,25052
1869_tarchetti_fosca_q1,10,12,e,CCONJ,25053,25054
1869_tarchetti_fosca_q1,10,13,osservai,VERB,25055,25063
1869_tarchetti_fosca_q1,10,14,che,SCONJ,25064,25067
1869_tarchetti_fosca_q1,10,15,aveva,VERB,25068,25073
1869_tarchetti_fosca_q1,10,16,gli,DET,25074,25077
1869_tarchetti_fosca_q1,10,17,occhi,NOUN,25078,25083
1869_tarchetti_fosca_q1,10,18,soffusi,ADJ,25084,25091
1869_tarchetti_fosca_q1,10,19,di,ADP,25092,25094
1869_tarchetti_fosca_q1,10,20,lacrime,NOUN,25095,25102
1869_tarchetti_fosca_q1,10,21,.,PUNCT,25102,25103
1869_tarchetti_fosca_q1,11,1,Da,ADP,25105,25107
1869_tarchetti_fosca_q1,11,2,quel,DET,25108,25112
1869_tarchetti_fosca_q1,11,3,momento,NOUN,25113,25120
1869_tarchetti_fosca_q1,11,4,la,DET,25121,25123
1869_tarchetti_fosca_q1,11,5,mia,DET,25124,25127
1869_tarchetti_fosca_q1,11,6,illusione,NOUN,25128,25137
1869_tarchetti_fosca_q1,11,7,non,ADV,25138,25141
1869_tarchetti_fosca_q1,11,8,ebbe,VERB,25142,25146
1869_tarchetti_fosca_q1,11,9,più,ADV,25147,25150
1869_tarchetti_fosca_q1,11,10,freno,NOUN,25151,25156
1869_tarchetti_fosca_q1,11,11,.,PUNCT,25156,25157
1869_tarchetti_fosca_q1,12,1,Essa,PRON,25158,25162
1869_tarchetti_fosca_q1,12,2,aveva,AUX,25163,25168
1869_tarchetti_fosca_q1,12,3,pianto,VERB,25169,25175
1869_tarchetti_fosca_q1,12,4,per,ADP,25176,25179
1869_tarchetti_fosca_q1,12,5,me,PRON,25180,25182
1869_tarchetti_fosca_q1,12,6,",",PUNCT,25182,25183
1869_tarchetti_fosca_q1,12,7,essa,PRON,25184,25188
1869_tarchetti_fosca_q1,12,8,aveva,AUX,25189,25194
1869_tarchetti_fosca_q1,12,9,accettato,VERB,25195,25204
1869_tarchetti_fosca_q1,12,10,in,ADP,25205,25207
1869_tarchetti_fosca_q1,12,11,certo,ADJ,25208,25213
1869_tarchetti_fosca_q1,12,12,modo,NOUN,25214,25218
1869_tarchetti_fosca_q1,12,13,il,DET,25219,25221
1869_tarchetti_fosca_q1,12,14,compito,NOUN,25222,25229
1869_tarchetti_fosca_q1,12,15,che,PRON,25230,25233
1869_tarchetti_fosca_q1,12,16,io,PRON,25234,25236
1869_tarchetti_fosca_q1,12,17,le,PRON,25237,25239
1869_tarchetti_fosca_q1,12,18,aveva,AUX,25240,25245
1869_tarchetti_fosca_q1,12,19,chiesto,VERB,25246,25253
1869_tarchetti_fosca_q1,12,20,di,ADP,25254,25256
1869_tarchetti_fosca_q1,12,21-22,consolarmi,_,25257,25267
1869_tarchetti_fosca_q1,12,21,consolar,VERB,25257,25265
1869_tarchetti_fosca_q1,12,22,mi,PRON,25265,25267
1869_tarchetti_fosca_q1,12,23,.,PUNCT,25267,25268
1869_tarchetti_fosca_q1,13,1,Fui,AUX,25270,25273
1869_tarchetti_fosca_q1,13,2,assalito,VERB,25274,25282
1869_tarchetti_fosca_q1,13,3,da,ADP,25283,25285
1869_tarchetti_fosca_q1,13,4,una,DET,25286,25289
1869_tarchetti_fosca_q1,13,5,smania,NOUN,25290,25296
1869_tarchetti_fosca_q1,13,6,febbrile,ADJ,25297,25305
1869_tarchetti_fosca_q1,13,7,di,ADP,25306,25308
1869_tarchetti_fosca_q1,13,8-9,vederla,_,25309,25316
1869_tarchetti_fosca_q1,13,8,veder,VERB,25309,25314
1869_tarchetti_fosca_q1,13,9,la,PRON,25314,25316
1869_tarchetti_fosca_q1,13,10,",",PUNCT,25316,25317
1869_tarchetti_fosca_q1,13,11,di,ADP,25318,25320
1869_tarchetti_fosca_q1,13,12,sentire,VERB,25321,25328
1869_tarchetti_fosca_q1,13,13,la,DET,25329,25331
1869_tarchetti_fosca_q1,13,14,sua,DET,25332,25335
1869_tarchetti_fosca_q1,13,15,voce,NOUN,25336,25340
1869_tarchetti_fosca_q1,13,16,",",PUNCT,25340,25341
1869_tarchetti_fosca_q1,13,17,di,ADP,25342,25344
1869_tarchetti_fosca_q1,13,18-19,averla,_,25345,25351
1869_tarchetti_fosca_q1,13,18,aver,VERB,25345,25349
1869_tarchetti_fosca_q1,13,19,la,PRON,25349,25351
1869_tarchetti_fosca_q1,13,20,vicino,ADV,25352,25358
1869_tarchetti_fosca_q1,13,21,a,ADP,25359,25360
1869_tarchetti_fosca_q1,13,22,me,PRON,25361,25363
1869_tarchetti_fosca_q1,13,23,",",PUNCT,25363,25364
1869_tarchetti_fosca_q1,13,24,di,ADP,25365,25367
1869_tarchetti_fosca_q1,13,25-26,gettarmi,_,25368,25376
1869_tarchetti_fosca_q1,13,25,gettar,VERB,25368,25374
1869_tarchetti_fosca_q1,13,26,mi,PRON,25374,25376
1869_tarchetti_fosca_q1,13,27,a',ADP,25377,25379
1869_tarchetti_fosca_q1,13,28,suoi,DET,25380,25384
1869_tarchetti_fosca_q1,13,29,piedi,NOUN,25385,25390
1869_tarchetti_fosca_q1,13,30,",",PUNCT,25390,25391
1869_tarchetti_fosca_q1,13,31,di,ADP,25392,25394
1869_tarchetti_fosca_q1,13,32-33,dirle,_,25395,25400
1869_tarchetti_fosca_q1,13,32,dir,VERB,25395,25398
1869_tarchetti_fosca_q1,13,33,le,PRON,25398,25400
1869_tarchetti_fosca_q1,13,34,lacrimando,VERB,25401,25411
1869_tarchetti_fosca_q1,13,35,tutta,DET,25412,25417
1869_tarchetti_fosca_q1,13,36,la,DET,25418,25420
1869_tarchetti_fosca_q1,13,37,povera,ADJ,25421,25427
1869_tarchetti_fosca_q1,13,38,storia,NOUN,25428,25434
1869_tarchetti_fosca_q1,13,39-40,della,_,25435,25440
1869_tarchetti_fosca_q1,13,39,di,ADP,,
1869_tarchetti_fosca_q1,13,40,la,DET,,
1869_tarchetti_fosca_q1,13,41,mia,DET,25441,25444
1869_tarchetti_fosca_q1,13,42,vita,NOUN,25445,25449
1869_tarchetti_fosca_q1,13,43,.,PUNCT,25449,25450
1869_tarchetti_fosca_q1,14,1,Avessi,AUX,25452,25458
1869_tarchetti_fosca_q1,14,2,avuto,VERB,25459,25464
1869_tarchetti_fosca_q1,14,3,un,DET,25465,25467
1869_tarchetti_fosca_q1,14,4,oggetto,NOUN,25468,25475
1869_tarchetti_fosca_q1,14,5,toccato,VERB,25476,25483
1869_tarchetti_fosca_q1,14,6,da,ADP,25484,25486
1869_tarchetti_fosca_q1,14,7,lei,PRON,25487,25490
1869_tarchetti_fosca_q1,14,8,",",PUNCT,25490,25491
1869_tarchetti_fosca_q1,14,9,portato,VERB,25492,25499
1869_tarchetti_fosca_q1,14,10,da,ADP,25500,25502
1869_tarchetti_fosca_q1,14,11,lei,PRON,25503,25506
1869_tarchetti_fosca_q1,14,12,",",PUNCT,25506,25507
1869_tarchetti_fosca_q1,14,13,un,DET,25508,25510
1869_tarchetti_fosca_q1,14,14,suo,DET,25511,25514
1869_tarchetti_fosca_q1,14,15,nastro,NOUN,25515,25521
1869_tarchetti_fosca_q1,14,16,",",PUNCT,25521,25522
1869_tarchetti_fosca_q1,14,17,un,DET,25523,25525
1869_tarchetti_fosca_q1,14,18,suo,DET,25526,25529
1869_tarchetti_fosca_q1,14,19,abito,NOUN,25530,25535
1869_tarchetti_fosca_q1,14,20,",",PUNCT,25535,25536
1869_tarchetti_fosca_q1,14,21,avrei,AUX,25537,25542
1869_tarchetti_fosca_q1,14,22,passato,VERB,25543,25550
1869_tarchetti_fosca_q1,14,23,la,DET,25551,25553
1869_tarchetti_fosca_q1,14,24,notte,NOUN,25554,25559
1869_tarchetti_fosca_q1,14,25-26,guardandolo,_,25560,25571
1869_tarchetti_fosca_q1,14,25,guardando,VERB,25560,25569
1869_tarchetti_fosca_q1,14,26,lo,PRON,25569,25571
1869_tarchetti_fosca_q1,14,27,",",PUNCT,25571,25572
1869_tarchetti_fosca_q1,14,28,me,PRON,25573,25575
1869_tarchetti_fosca_q1,14,29,ne,PRON,25576,25578
1869_tarchetti_fosca_q1,14,30,sarei,AUX,25579,25584
1869_tarchetti_fosca_q1,14,31,sentito,VERB,25585,25592
1869_tarchetti_fosca_q1,14,32,meno,ADV,25593,25597
1869_tarchetti_fosca_q1,14,33,diviso,VERB,25598,25604
1869_tarchetti_fosca_q1,14,34,.,PUNCT,25604,25605
1869_tarchetti_fosca_q1,15,1,Così,ADV,25607,25611
1869_tarchetti_fosca_q1,15,2,fu,AUX,25612,25614
1869_tarchetti_fosca_q1,15,3,in,ADP,25615,25617
1869_tarchetti_fosca_q1,15,4,ogni,DET,25618,25622
1869_tarchetti_fosca_q1,15,5,tempo,NOUN,25623,25628
1869_tarchetti_fosca_q1,15,6-7,della,_,25629,25634
1869_tarchetti_fosca_q1,15,6,di,ADP,,
1869_tarchetti_fosca_q1,15,7,la,DET,,
1869_tarchetti_fosca_q1,15,8,mia,DET,25635,25638
1869_tarchetti_fosca_q1,15,9,anima,NOUN,25639,25644
1869_tarchetti_fosca_q1,15,10,.,PUNCT,25644,25645
1869_tarchetti_fosca_q1,16,1,Passai,VERB,25646,25652
1869_tarchetti_fosca_q1,16,2,sempre,ADV,25653,25659
1869_tarchetti_fosca_q1,16,3-4,dall',_,25660,25665
1869_tarchetti_fosca_q1,16,3,da,ADP,,
1869_tarchetti_fosca_q1,16,4,l',DET,,
1869_tarchetti_fosca_q1,16,5,apatia,NOUN,25665,25671
1869_tarchetti_fosca_q1,16,6-7,all',_,25672,25676
1869_tarchetti_fosca_q1,16,6,a,ADP,,
1869_tarchetti_fosca_q1,16,7,l',DET,,
1869_tarchetti_fosca_q1,16,8,adorazione,NOUN,25676,25686
1869_tarchetti_fosca_q1,16,9,senza,ADP,25687,25692
1869_tarchetti_fosca_q1,16,10-11,soffermarmi,_,25693,25704
1869_tarchetti_fosca_q1,16,10,soffermar,VERB,25693,25702
1869_tarchetti_fosca_q1,16,11,mi,PRON,25702,25704
1869_tarchetti_fosca_q1,16,12-13,sull',_,25705,25710
1869_tarchetti_fosca_q1,16,12,su,ADP,,
1869_tarchetti_fosca_q1,16,13,l',DET,,
1869_tarchetti_fosca_q1,16,14,amore,NOUN,25710,25715
1869_tarchetti_fosca_q1,16,15,.,PUNCT,25715,25716
1869_tarchetti_fosca_q1,17,1,Perché,ADV,25717,25723
1869_tarchetti_fosca_q1,17,2-3,riposarsi,_,25724,25733
1869_tarchetti_fosca_q1,17,2,riposar,VERB,25724,25731
1869_tarchetti_fosca_q1,17,3,si,PRON,25731,25733
1869_tarchetti_fosca_q1,17,4,a,ADP,25734,25735
1869_tarchetti_fosca_q1,17,5,metà,NOUN,25736,25740
1869_tarchetti_fosca_q1,17,6,?,PUNCT,25740,25741
1869_tarchetti_fosca_q1,18,1,Perché,ADV,25742,25748
1869_tarchetti_fosca_q1,18,2,non,ADV,25749,25752
1869_tarchetti_fosca_q1,18,3,mirare,VERB,25753,25759
1869_tarchetti_fosca_q1,18,4-5,agli,_,25760,25764
1869_tarchetti_fosca_q1,18,4,a,ADP,25760,25761
1869_tarchetti_fosca_q1,18,5,gli,DET,25761,25764
1869_tarchetti_fosca_q1,18,6,ultimi,ADJ,25765,25771
1869_tarchetti_fosca_q1,18,7,limiti,NOUN,25772,25778
1869_tarchetti_fosca_q1,18,8,?,PUNCT,25778,25779
1869_tarchetti_fosca_q1,19,1,Le,DET,25780,25782
1869_tarchetti_fosca_q1,19,2,grandi,ADJ,25783,25789
1869_tarchetti_fosca_q1,19,3,cose,NOUN,25790,25794
1869_tarchetti_fosca_q1,19,4,sono,AUX,25795,25799
1869_tarchetti_fosca_q1,19,5,estreme,ADJ,25800,25807
1869_tarchetti_fosca_q1,19,6,–,PUNCT,25808,25809
1869_tarchetti_fosca_q1,19,7,le,DET,25810,25812
1869_tarchetti_fosca_q1,19,8,grandi,ADJ,25813,25819
1869_tarchetti_fosca_q1,19,9,anime,NOUN,25820,25825
1869_tarchetti_fosca_q1,19,10,adorano,VERB,25826,25833
1869_tarchetti_fosca_q1,19,11,o,CCONJ,25834,25835
1869_tarchetti_fosca_q1,19,12,odiano,VERB,25836,25842
1869_tarchetti_fosca_q1,19,13,.,PUNCT,25842,25843
1869_tarchetti_fosca_q1,20,1,Erano,AUX,25845,25850
1869_tarchetti_fosca_q1,20,2,cominciate,VERB,25851,25861
1869_tarchetti_fosca_q1,20,3,allora,ADV,25862,25868
1869_tarchetti_fosca_q1,20,4,le,DET,25869,25871
1869_tarchetti_fosca_q1,20,5,pioggie,NOUN,25872,25879
1869_tarchetti_fosca_q1,20,6,lente,ADJ,25880,25885
1869_tarchetti_fosca_q1,20,7,e,CCONJ,25886,25887
1869_tarchetti_fosca_q1,20,8,monotone,ADJ,25888,25896
1869_tarchetti_fosca_q1,20,9-10,della,_,25897,25902
1869_tarchetti_fosca_q1,20,9,di,ADP,,
1869_tarchetti_fosca_q1,20,10,la,DET,,
1869_tarchetti_fosca_q1,20,11,primavera,NOUN,25903,25912
1869_tarchetti_fosca_q1,20,12,;,PUNCT,25912,25913
1869_tarchetti_fosca_q1,20,13,pioveva,VERB,25914,25921
1869_tarchetti_fosca_q1,20,14,tutto,DET,25922,25927
1869_tarchetti_fosca_q1,20,15,il,DET,25928,25930
1869_tarchetti_fosca_q1,20,16,giorno,NOUN,25931,25937
1869_tarchetti_fosca_q1,20,17,",",PUNCT,25937,25938
1869_tarchetti_fosca_q1,20,18,e,CCONJ,25939,25940
1869_tarchetti_fosca_q1,20,19,le,DET,25941,25943
1869_tarchetti_fosca_q1,20,20,finestre,NOUN,25944,25952
1869_tarchetti_fosca_q1,20,21-22,del,_,25953,25956
1869_tarchetti_fosca_q1,20,21,di,ADP,,
1869_tarchetti_fosca_q1,20,22,il,DET,,
1869_tarchetti_fosca_q1,20,23,suo,DET,25957,25960
1869_tarchetti_fosca_q1,20,24,balcone,NOUN,25961,25968
1869_tarchetti_fosca_q1,20,25,erano,AUX,25969,25974
1869_tarchetti_fosca_q1,20,26,chiuse,ADJ,25975,25981
1869_tarchetti_fosca_q1,20,27,.,PUNCT,25981,25982
1869_tarchetti_fosca_q1,21,1,Io,PRON,25983,25985
1869_tarchetti_fosca_q1,21,2,la,PRON,25986,25988
1869_tarchetti_fosca_q1,21,3,sentiva,VERB,25989,25996
1869_tarchetti_fosca_q1,21,4,suonare,VERB,25997,26004
1869_tarchetti_fosca_q1,21,5,e,CCONJ,26005,26006
1869_tarchetti_fosca_q1,21,6,cantare,VERB,26007,26014
1869_tarchetti_fosca_q1,21,7,sotto,ADV,26015,26020
1869_tarchetti_fosca_q1,21,8,di,ADP,26021,26023
1869_tarchetti_fosca_q1,21,9,me,PRON,26024,26026
1869_tarchetti_fosca_q1,21,10,.,PUNCT,26026,26027
1869_tarchetti_fosca_q1,22,1,Era,AUX,26028,26031
1869_tarchetti_fosca_q1,22,2,caso,NOUN,26032,26036
1869_tarchetti_fosca_q1,22,3,",",PUNCT,26036,26037
1869_tarchetti_fosca_q1,22,4,era,AUX,26038,26041
1869_tarchetti_fosca_q1,22,5,divinazione,NOUN,26042,26053
1869_tarchetti_fosca_q1,22,6,?,PUNCT,26053,26054
1869_tarchetti_fosca_q1,23,1,Essa,PRON,26055,26059
1869_tarchetti_fosca_q1,23,2,ripeteva,VERB,26060,26068
1869_tarchetti_fosca_q1,23,3,sempre,ADV,26069,26075
1869_tarchetti_fosca_q1,23,4,alcune,DET,26076,26082
1869_tarchetti_fosca_q1,23,5,arie,NOUN,26083,26087
1869_tarchetti_fosca_q1,23,6,che,PRON,26088,26091
1869_tarchetti_fosca_q1,23,7,mi,PRON,26092,26094
1869_tarchetti_fosca_q1,23,8,erano,AUX,26095,26100
1869_tarchetti_fosca_q1,23,9,care,ADJ,26101,26105
1869_tarchetti_fosca_q1,23,10,",",PUNCT,26105,26106
1869_tarchetti_fosca_q1,23,11,e,CCONJ,26107,26108
1869_tarchetti_fosca_q1,23,12,che,PRON,26109,26112
1869_tarchetti_fosca_q1,23,13,mi,PRON,26113,26115
1869_tarchetti_fosca_q1,23,14,rammentavano,VERB,26116,26128
1869_tarchetti_fosca_q1,23,15,le,DET,26129,26131
1869_tarchetti_fosca_q1,23,16,scene,NOUN,26132,26137
1869_tarchetti_fosca_q1,23,17,più,ADV,26138,26141
1869_tarchetti_fosca_q1,23,18,dolci,ADJ,26142,26147
1869_tarchetti_fosca_q1,23,19-20,della,_,26148,26153
1869_tarchetti_fosca_q1,23,19,di,ADP,,
1869_tarchetti_fosca_q1,23,20,la,DET,,
1869_tarchetti_fosca_q1,23,21,mia,DET,26154,26157
1869_tarchetti_fosca_q1,23,22,vita,NOUN,26158,26162
1869_tarchetti_fosca_q1,23,23,.,PUNCT,26162,26163
1869_tarchetti_fosca_q1,24,1,Non,ADV,26164,26167
1869_tarchetti_fosca_q1,24,2,uscivo,VERB,26168,26174
1869_tarchetti_fosca_q1,24,3,più,ADV,26175,26178
1869_tarchetti_fosca_q1,24,4,di,ADP,26179,26181
1869_tarchetti_fosca_q1,24,5,casa,NOUN,26182,26186
1869_tarchetti_fosca_q1,24,6,per,ADP,26187,26190
1869_tarchetti_fosca_q1,24,7,non,ADV,26191,26194
1869_tarchetti_fosca_q1,24,8-9,allontanarmi,_,26195,26207
1869_tarchetti_fosca_q1,24,8,allontanar,VERB,26195,26205
